TransactionID,Timestamp,Amount,MerchantCategory,UserID,Location,UserTxFreq24h,TimeSinceLastTxUserMin
txn_normal_0099,2023-01-01 20:03:09,351.84451703179707,Eletrônicos,user_074,São Paulo,4,344
txn_normal_1179,2023-01-01 12:05:29,165.0697041901343,Eletrônicos,user_075,Curitiba,4,134
txn_normal_0964,2023-01-01 18:35:10,488.04494038675966,Supermercado,user_065,Belo Horizonte,3,295
txn_normal_0792,2023-01-01 22:24:30,444.28122606330163,Supermercado,user_020,Curitiba,3,213
txn_normal_0029,2023-01-01 10:19:31,260.9255985666477,Vestuário,user_033,Curitiba,4,43
txn_normal_0628,2023-01-01 15:49:26,154.0350594982798,Viagem,user_023,Rio de Janeiro,4,268
txn_normal_0944,2023-01-01 10:02:03,437.0770826025792,Eletrônicos,user_040,Curitiba,2,295
txn_normal_0572,2023-01-01 10:02:53,167.36945479161722,Restaurante,user_055,Rio de Janeiro,4,64
txn_normal_0907,2023-01-01 22:30:46,400.7232353748115,Restaurante,user_043,Rio de Janeiro,3,220
txn_normal_1080,2023-01-01 14:45:33,336.25710554941264,Supermercado,user_019,Rio de Janeiro,1,308
txn_normal_0450,2023-01-01 17:17:31,260.4532782262426,Eletrônicos,user_087,Curitiba,2,268
txn_normal_1609,2023-01-01 12:47:56,261.556516677344,Supermercado,user_036,São Paulo,2,8
txn_normal_1290,2023-01-01 18:32:21,75.75918889991163,Restaurante,user_087,São Paulo,1,155
txn_normal_1078,2023-01-01 19:47:24,44.498627577231936,Vestuário,user_069,Belo Horizonte,4,227
txn_normal_0254,2023-01-01 14:18:44,440.16666793025047,Restaurante,user_001,Curitiba,2,314
txn_normal_0124,2023-01-01 18:08:33,467.13965287897776,Vestuário,user_099,Belo Horizonte,1,300
txn_anomaly_0027,2023-01-01 15:14:02,120.00656526756217,Viagem,user_224,Cidade Pequena Distante,1,426
txn_normal_0251,2023-01-01 21:52:47,115.68082467488142,Viagem,user_090,Rio de Janeiro,4,196
txn_normal_0585,2023-01-01 12:21:05,116.4431343619753,Viagem,user_021,Curitiba,3,83
txn_normal_1568,2023-01-01 13:25:20,335.26121210090747,Vestuário,user_100,Rio de Janeiro,2,268
txn_normal_0824,2023-01-01 18:28:20,430.1899977984426,Supermercado,user_078,São Paulo,3,336
txn_normal_0507,2023-01-01 17:09:31,213.09016061427823,Restaurante,user_034,Belo Horizonte,2,13
txn_normal_0889,2023-01-01 17:11:01,284.0168845665445,Restaurante,user_028,Rio de Janeiro,1,262
txn_normal_0070,2023-01-01 11:18:57,341.6172531679086,Viagem,user_069,Belo Horizonte,4,29
txn_normal_1608,2023-01-01 16:03:35,362.5404133435568,Eletrônicos,user_036,Rio de Janeiro,4,353
txn_normal_1532,2023-01-01 09:35:29,291.01479661825584,Viagem,user_025,Rio de Janeiro,4,104
txn_normal_0247,2023-01-01 21:44:51,78.42911483059332,Supermercado,user_008,Rio de Janeiro,1,133
txn_normal_1450,2023-01-01 19:37:40,354.9175788027728,Vestuário,user_081,Rio de Janeiro,3,218
txn_normal_0212,2023-01-01 16:23:11,25.255700613410568,Supermercado,user_015,Curitiba,4,31
txn_normal_0909,2023-01-01 13:49:56,351.61146460227167,Supermercado,user_049,Curitiba,3,316
txn_normal_1741,2023-01-01 13:16:43,434.7143611227585,Eletrônicos,user_067,Rio de Janeiro,2,355
txn_normal_1244,2023-01-01 17:24:30,387.9001594922978,Restaurante,user_002,São Paulo,1,202
txn_normal_1696,2023-01-01 16:08:19,10.554422809226395,Viagem,user_096,Rio de Janeiro,4,49
txn_normal_1182,2023-01-01 19:00:52,114.63336416313618,Supermercado,user_013,Belo Horizonte,1,12
txn_normal_0361,2023-01-01 13:38:51,253.9281289368022,Eletrônicos,user_050,Belo Horizonte,3,201
txn_normal_1473,2023-01-01 11:23:20,489.21677763173494,Eletrônicos,user_007,São Paulo,1,263
txn_normal_0678,2023-01-01 19:22:13,498.83518290317886,Eletrônicos,user_018,São Paulo,3,237
txn_normal_1621,2023-01-01 18:25:39,209.24650359949212,Eletrônicos,user_090,Curitiba,1,333
txn_normal_1089,2023-01-01 14:14:52,200.8229932380599,Vestuário,user_025,Belo Horizonte,4,194
txn_anomaly_0087,2023-01-01 21:58:51,4080.9278641231936,Supermercado,user_233,São Paulo,3,172
txn_normal_1847,2023-01-01 10:24:49,446.8123978409272,Restaurante,user_069,Belo Horizonte,2,171
txn_normal_0987,2023-01-01 09:22:06,454.00739270246487,Restaurante,user_039,Belo Horizonte,4,11
txn_normal_1512,2023-01-01 11:16:23,451.3263812132279,Viagem,user_002,Belo Horizonte,4,229
txn_normal_0111,2023-01-01 16:44:17,184.00110860685933,Vestuário,user_086,Rio de Janeiro,3,268
txn_normal_1487,2023-01-01 09:18:02,115.74408301924974,Eletrônicos,user_100,Curitiba,3,53
txn_normal_1453,2023-01-01 15:50:22,168.7498446079488,Vestuário,user_049,Rio de Janeiro,3,96
txn_normal_0383,2023-01-01 20:35:39,354.8061289557899,Eletrônicos,user_030,São Paulo,4,165
txn_normal_1395,2023-01-01 16:31:11,65.2704902446227,Viagem,user_092,São Paulo,3,330
txn_normal_1054,2023-01-01 11:24:01,234.30466022502574,Eletrônicos,user_092,São Paulo,1,263
txn_normal_0755,2023-01-01 10:05:11,129.63918827091499,Viagem,user_093,Belo Horizonte,3,12
txn_normal_0324,2023-01-01 11:26:49,345.79602789677796,Restaurante,user_023,Curitiba,4,282
txn_normal_1623,2023-01-01 12:23:23,277.8729549455056,Vestuário,user_060,Belo Horizonte,2,70
txn_normal_0787,2023-01-01 09:46:01,286.6494130773971,Viagem,user_013,Curitiba,2,113
txn_normal_0368,2023-01-01 17:30:58,498.5682969700142,Restaurante,user_069,São Paulo,3,357
txn_normal_1819,2023-01-01 08:42:55,50.347659917393635,Supermercado,user_008,Rio de Janeiro,4,46
txn_normal_0069,2023-01-01 19:40:18,200.70882257973992,Vestuário,user_009,Belo Horizonte,4,210
txn_normal_0857,2023-01-01 19:05:15,376.9919439215953,Vestuário,user_080,Belo Horizonte,1,338
txn_normal_1483,2023-01-01 21:41:43,212.46529461337087,Supermercado,user_063,Curitiba,3,97
txn_normal_1555,2023-01-01 13:29:28,307.7774647976443,Vestuário,user_033,São Paulo,4,104
txn_normal_1691,2023-01-01 16:56:52,495.9197958875223,Eletrônicos,user_059,Belo Horizonte,1,144
txn_normal_1474,2023-01-01 22:30:53,218.00148801150223,Supermercado,user_093,Belo Horizonte,3,266
txn_normal_1798,2023-01-01 10:39:32,38.21021399837059,Eletrônicos,user_078,Rio de Janeiro,2,32
txn_normal_0478,2023-01-01 09:37:26,75.79467694211502,Supermercado,user_015,Curitiba,1,126
txn_normal_0281,2023-01-01 22:56:54,321.13042233960624,Supermercado,user_062,Rio de Janeiro,1,59
txn_normal_1647,2023-01-01 21:37:14,277.2737807423211,Supermercado,user_065,Rio de Janeiro,3,304
txn_normal_1556,2023-01-01 20:06:07,326.24535041311765,Vestuário,user_045,Belo Horizonte,1,221
txn_normal_1729,2023-01-01 17:42:58,175.02837943023232,Supermercado,user_015,Belo Horizonte,1,169
txn_normal_0210,2023-01-01 20:20:46,25.33813373628296,Viagem,user_059,Curitiba,2,151
txn_normal_0297,2023-01-01 09:30:55,247.4547776392437,Eletrônicos,user_087,Belo Horizonte,1,103
txn_normal_1884,2023-01-01 09:55:16,306.9937039279568,Vestuário,user_089,Curitiba,1,206
txn_normal_1833,2023-01-01 13:21:44,54.59578537243332,Eletrônicos,user_009,Curitiba,1,195
txn_normal_0651,2023-01-01 17:57:45,344.2550491652011,Vestuário,user_079,Rio de Janeiro,1,281
txn_normal_1233,2023-01-01 17:27:22,42.256623247945356,Viagem,user_061,Curitiba,4,222
txn_normal_1502,2023-01-01 11:50:07,27.449953633692324,Supermercado,user_067,Rio de Janeiro,1,275
txn_anomaly_0031,2023-01-01 16:31:15,8525.674160016584,Viagem,user_247,São Paulo,4,153
txn_normal_0916,2023-01-01 08:04:57,48.814443504101696,Eletrônicos,user_062,Belo Horizonte,4,300
txn_normal_0993,2023-01-01 19:38:46,116.96852478764103,Viagem,user_054,Rio de Janeiro,1,277
txn_normal_0429,2023-01-01 13:16:50,26.886017118250003,Restaurante,user_026,Curitiba,4,240
txn_normal_1370,2023-01-01 14:22:12,118.36232895423976,Vestuário,user_065,Belo Horizonte,1,92
txn_normal_0239,2023-01-01 22:30:10,485.2123120884869,Supermercado,user_067,Rio de Janeiro,2,84
txn_normal_0879,2023-01-01 21:38:23,310.9512597163156,Eletrônicos,user_059,Rio de Janeiro,4,224
txn_normal_0620,2023-01-01 16:31:39,232.45505648785252,Viagem,user_081,São Paulo,1,81
txn_normal_0256,2023-01-01 08:48:31,278.7648636092236,Eletrônicos,user_035,Curitiba,2,271
txn_normal_0611,2023-01-01 20:29:55,318.98466137571523,Vestuário,user_010,Belo Horizonte,4,53
txn_normal_0544,2023-01-01 12:08:17,458.47602060973327,Restaurante,user_085,Rio de Janeiro,1,62
txn_normal_0771,2023-01-01 10:59:44,76.25648371929881,Vestuário,user_055,Belo Horizonte,2,89
txn_normal_1419,2023-01-01 20:57:59,128.0881664179998,Supermercado,user_031,Curitiba,2,277
txn_normal_1041,2023-01-01 13:02:59,25.35790774084469,Viagem,user_084,Belo Horizonte,1,108
txn_normal_1789,2023-01-01 19:17:08,161.6459738054848,Eletrônicos,user_085,Curitiba,1,313
txn_normal_0759,2023-01-01 15:48:24,422.6610345586867,Supermercado,user_012,São Paulo,1,192
txn_normal_0382,2023-01-01 11:44:06,404.40432065230493,Eletrônicos,user_019,Belo Horizonte,4,124
txn_normal_1103,2023-01-01 21:26:24,104.4186363995543,Viagem,user_085,São Paulo,3,233
txn_normal_0973,2023-01-01 13:20:55,134.58698888457596,Vestuário,user_008,Rio de Janeiro,2,35
txn_normal_0352,2023-01-01 19:56:40,474.0476339919743,Eletrônicos,user_050,São Paulo,4,331
txn_normal_1605,2023-01-01 13:18:26,381.12707718220344,Eletrônicos,user_087,São Paulo,3,263
txn_normal_1825,2023-01-01 19:44:25,276.65800103567767,Vestuário,user_040,Belo Horizonte,2,31
txn_normal_1036,2023-01-01 19:30:10,491.60145774915605,Eletrônicos,user_002,Curitiba,1,31
txn_normal_1107,2023-01-01 21:26:47,495.41494121436773,Vestuário,user_064,Belo Horizonte,2,118
txn_normal_0494,2023-01-01 12:57:00,378.3683647891557,Eletrônicos,user_022,Rio de Janeiro,4,241
txn_normal_0393,2023-01-01 18:54:40,143.06869472800952,Eletrônicos,user_072,Belo Horizonte,2,266
txn_normal_1546,2023-01-01 19:47:24,370.14165609864875,Restaurante,user_037,São Paulo,4,170
txn_normal_0464,2023-01-01 09:21:16,456.423664356018,Vestuário,user_014,Rio de Janeiro,3,115
txn_normal_0886,2023-01-01 12:29:18,319.0775058845841,Supermercado,user_023,Belo Horizonte,2,212
txn_normal_1193,2023-01-01 10:01:10,422.57192874853087,Viagem,user_041,Belo Horizonte,1,278
txn_normal_0366,2023-01-01 21:53:18,401.3107034675481,Eletrônicos,user_012,Belo Horizonte,2,20
txn_normal_1893,2023-01-01 12:10:54,213.11520640118874,Restaurante,user_013,Rio de Janeiro,4,285
txn_normal_1873,2023-01-01 21:04:48,180.8643773130594,Supermercado,user_053,Rio de Janeiro,4,244
txn_normal_0744,2023-01-01 22:06:00,160.4164182824189,Supermercado,user_090,Belo Horizonte,2,241
txn_normal_0529,2023-01-01 11:34:46,303.53184770368694,Supermercado,user_030,São Paulo,2,327
txn_normal_0802,2023-01-01 18:06:08,163.33057853412308,Viagem,user_001,São Paulo,3,204
txn_normal_1223,2023-01-01 22:54:14,320.56051823643713,Restaurante,user_072,Rio de Janeiro,2,287
txn_anomaly_0078,2023-01-01 03:11:19,158.55464904210436,Restaurante,user_246,São Paulo,1,713
txn_anomaly_0005,2023-01-01 13:31:57,32.70063320896667,Vestuário,user_236,Curitiba,19,4
txn_normal_1699,2023-01-01 14:06:41,396.9400707584503,Viagem,user_068,Rio de Janeiro,3,61
txn_normal_1544,2023-01-01 13:25:49,64.67533343528828,Supermercado,user_055,Curitiba,4,274
txn_normal_1313,2023-01-01 19:42:15,119.65140927277835,Restaurante,user_052,São Paulo,4,279
txn_normal_0306,2023-01-01 16:28:51,243.2488833906956,Viagem,user_038,Rio de Janeiro,1,46
txn_normal_1666,2023-01-01 17:56:23,152.33469001939477,Vestuário,user_021,Rio de Janeiro,3,119
txn_normal_0862,2023-01-01 14:16:47,128.75331061701354,Vestuário,user_002,Curitiba,4,191
txn_normal_1566,2023-01-01 10:08:19,129.67451317839848,Supermercado,user_050,Curitiba,2,85
txn_normal_0530,2023-01-01 18:09:08,192.89730908675187,Eletrônicos,user_096,Curitiba,2,237
txn_normal_0654,2023-01-01 15:54:10,471.9029967136489,Viagem,user_064,São Paulo,2,241
txn_normal_1259,2023-01-01 12:57:35,183.9476067488315,Supermercado,user_064,Belo Horizonte,2,52
txn_normal_0233,2023-01-01 09:14:33,248.4677812981044,Vestuário,user_006,Belo Horizonte,2,247
txn_normal_0120,2023-01-01 13:36:10,386.21195570699103,Vestuário,user_077,Belo Horizonte,3,165
txn_normal_1697,2023-01-01 11:37:59,249.16753777768537,Eletrônicos,user_005,Belo Horizonte,3,168
txn_normal_0949,2023-01-01 14:12:40,349.5309123201464,Eletrônicos,user_053,São Paulo,4,17
txn_normal_0617,2023-01-01 22:54:38,163.79899339401055,Viagem,user_081,Curitiba,1,44
txn_normal_1178,2023-01-01 22:16:46,272.3525344006192,Eletrônicos,user_010,Curitiba,1,209
txn_normal_0307,2023-01-01 16:16:55,447.12149758071484,Eletrônicos,user_041,São Paulo,2,64
txn_normal_0135,2023-01-01 11:10:09,303.52438874089,Supermercado,user_046,Belo Horizonte,4,222
txn_normal_0554,2023-01-01 14:16:11,399.2979604877604,Restaurante,user_030,São Paulo,3,218
txn_normal_1673,2023-01-01 12:59:38,192.95549417305165,Supermercado,user_067,Rio de Janeiro,2,25
txn_normal_0583,2023-01-01 14:21:09,330.80744692458654,Viagem,user_079,Belo Horizonte,4,283
txn_normal_1640,2023-01-01 11:48:08,248.63785985295735,Restaurante,user_045,Curitiba,1,241
txn_normal_0670,2023-01-01 20:01:30,92.41979132559392,Restaurante,user_008,Curitiba,3,175
txn_normal_0834,2023-01-01 14:31:18,276.832109080791,Supermercado,user_010,Rio de Janeiro,1,85
txn_normal_0109,2023-01-01 16:54:36,204.61027792700042,Vestuário,user_074,Belo Horizonte,1,277
txn_normal_1164,2023-01-01 13:36:16,445.53899821277554,Supermercado,user_086,Rio de Janeiro,4,165
txn_anomaly_0059,2023-01-01 04:57:15,183.2225820978997,Restaurante,user_248,São Paulo,2,514
txn_normal_1464,2023-01-01 19:45:32,137.43074654067343,Eletrônicos,user_080,Rio de Janeiro,3,211
txn_normal_1728,2023-01-01 19:52:44,250.97740998559735,Supermercado,user_066,São Paulo,2,329
txn_normal_1242,2023-01-01 18:57:18,195.390315024497,Supermercado,user_045,Curitiba,2,86
txn_normal_0211,2023-01-01 10:58:00,144.36544915084832,Supermercado,user_038,Belo Horizonte,2,167
txn_normal_1767,2023-01-01 10:50:46,173.21191856599773,Vestuário,user_064,Belo Horizonte,1,17
txn_normal_1120,2023-01-01 13:11:20,67.3615623611127,Restaurante,user_067,Rio de Janeiro,1,324
txn_normal_0679,2023-01-01 17:18:46,107.06680319294189,Viagem,user_047,Curitiba,4,219
txn_anomaly_0050,2023-01-01 17:25:22,5417.26144560835,Vestuário,user_245,Rio de Janeiro,3,258
txn_normal_1838,2023-01-01 17:56:08,300.90693347514014,Viagem,user_059,Rio de Janeiro,4,290
txn_normal_0411,2023-01-01 10:27:43,198.27741386731685,Eletrônicos,user_063,Belo Horizonte,4,79
txn_normal_1324,2023-01-01 20:15:40,448.0466075279703,Supermercado,user_055,Curitiba,1,321
txn_normal_0782,2023-01-01 13:50:08,309.7067455010963,Eletrônicos,user_042,Belo Horizonte,1,340
txn_normal_1345,2023-01-01 13:17:51,442.0414801337442,Viagem,user_043,Curitiba,1,61
txn_normal_0874,2023-01-01 19:52:35,147.02179606167107,Supermercado,user_085,Curitiba,4,12
txn_normal_1652,2023-01-01 16:13:08,226.01900522423279,Restaurante,user_093,Belo Horizonte,4,224
txn_normal_1278,2023-01-01 20:18:06,187.75589523736318,Eletrônicos,user_083,São Paulo,2,108
txn_normal_0785,2023-01-01 15:51:08,293.69904681153116,Vestuário,user_063,Curitiba,1,113
txn_normal_1818,2023-01-01 11:56:18,248.75228456927098,Eletrônicos,user_051,Belo Horizonte,1,175
txn_normal_1198,2023-01-01 13:46:29,270.28851294160216,Vestuário,user_048,Curitiba,3,217
txn_normal_0807,2023-01-01 22:16:59,461.87404474512925,Vestuário,user_023,Rio de Janeiro,2,210
txn_normal_0712,2023-01-01 20:35:55,394.5371440942441,Eletrônicos,user_096,São Paulo,1,168
txn_anomaly_0090,2023-01-01 01:38:02,186.25210393098513,Restaurante,user_203,São Paulo,1,211
txn_normal_1659,2023-01-01 13:02:40,476.9260536461197,Restaurante,user_085,São Paulo,2,318
txn_normal_1190,2023-01-01 12:31:53,50.62814488329577,Supermercado,user_072,Belo Horizonte,1,116
txn_normal_1225,2023-01-01 22:31:32,99.48631382401955,Eletrônicos,user_090,São Paulo,3,219
txn_normal_0602,2023-01-01 09:36:48,441.99166354021884,Supermercado,user_036,Rio de Janeiro,2,79
txn_normal_0270,2023-01-01 16:17:18,338.9980880700011,Vestuário,user_074,São Paulo,3,246
txn_normal_1384,2023-01-01 20:53:07,421.09583737029334,Viagem,user_095,São Paulo,2,153
txn_normal_0231,2023-01-01 15:19:36,213.794609412001,Vestuário,user_092,Curitiba,2,24
txn_normal_0049,2023-01-01 12:32:07,273.17038932636115,Viagem,user_060,Curitiba,4,9
txn_normal_0462,2023-01-01 11:20:59,107.61548469808602,Restaurante,user_099,São Paulo,1,53
txn_normal_1105,2023-01-01 14:37:31,447.10884150275007,Restaurante,user_062,São Paulo,3,41
txn_normal_0855,2023-01-01 10:07:51,425.7511694590697,Vestuário,user_007,Rio de Janeiro,2,193
txn_normal_0693,2023-01-01 13:28:35,130.79475376261166,Vestuário,user_052,Belo Horizonte,4,333
txn_normal_1551,2023-01-01 21:28:22,146.24388668333623,Supermercado,user_007,Rio de Janeiro,1,72
txn_normal_1872,2023-01-01 12:39:10,222.29286392091768,Eletrônicos,user_065,Rio de Janeiro,2,186
txn_normal_0526,2023-01-01 16:48:26,355.2316697334482,Eletrônicos,user_076,Belo Horizonte,3,270
txn_normal_0173,2023-01-01 16:44:25,349.6558536138931,Supermercado,user_016,Belo Horizonte,1,286
txn_normal_0720,2023-01-01 14:31:10,164.31003784855892,Restaurante,user_029,Rio de Janeiro,2,20
txn_normal_0414,2023-01-01 20:09:59,85.68527613942865,Supermercado,user_092,Belo Horizonte,3,130
txn_normal_0237,2023-01-01 14:24:19,300.5300159175731,Supermercado,user_070,São Paulo,3,349
txn_normal_1472,2023-01-01 15:16:39,407.04861657043296,Viagem,user_093,Rio de Janeiro,3,261
txn_normal_1335,2023-01-01 12:36:13,358.520254108122,Restaurante,user_087,Rio de Janeiro,4,343
txn_normal_1063,2023-01-01 20:10:36,63.116182631145136,Supermercado,user_055,Rio de Janeiro,2,122
txn_normal_0023,2023-01-01 16:51:48,264.2074046542494,Eletrônicos,user_058,Curitiba,4,299
txn_normal_1766,2023-01-01 09:50:47,225.4313096889908,Supermercado,user_017,Belo Horizonte,2,236
txn_normal_0063,2023-01-01 10:22:16,56.27705077040491,Supermercado,user_008,São Paulo,2,94
txn_normal_0289,2023-01-01 21:23:41,317.69552585859157,Restaurante,user_080,Belo Horizonte,4,18
txn_normal_0188,2023-01-01 12:04:53,414.84079093904325,Eletrônicos,user_009,Belo Horizonte,4,245
txn_normal_0701,2023-01-01 22:27:52,105.55440041492174,Supermercado,user_071,Rio de Janeiro,2,284
txn_normal_1814,2023-01-01 21:12:53,151.97142425915575,Viagem,user_041,São Paulo,1,195
txn_normal_1137,2023-01-01 14:19:32,376.2813555854136,Vestuário,user_081,São Paulo,2,148
txn_normal_0354,2023-01-01 13:48:16,43.157497331000776,Supermercado,user_070,Rio de Janeiro,2,102
txn_normal_0416,2023-01-01 22:03:48,284.24733797059054,Viagem,user_050,São Paulo,2,348
txn_normal_1245,2023-01-01 10:26:24,306.4849141844944,Supermercado,user_054,São Paulo,1,244
txn_normal_0930,2023-01-01 13:26:18,399.06708063032175,Viagem,user_076,Curitiba,1,217
txn_normal_0196,2023-01-01 20:32:05,287.2086623579376,Restaurante,user_080,Curitiba,4,357
txn_normal_0579,2023-01-01 20:10:53,242.22139785689032,Restaurante,user_057,Curitiba,1,98
txn_normal_1134,2023-01-01 10:17:40,154.35563314082347,Restaurante,user_017,Belo Horizonte,2,97
txn_normal_1813,2023-01-01 19:22:50,10.500926801279517,Viagem,user_039,São Paulo,2,226
txn_anomaly_0034,2023-01-01 15:05:19,95.91805319719208,Supermercado,user_232,Curitiba,11,8
txn_normal_0433,2023-01-01 15:51:44,498.10024532332613,Eletrônicos,user_081,São Paulo,1,356
txn_normal_0100,2023-01-01 09:05:52,234.97652055674803,Supermercado,user_077,Rio de Janeiro,3,47
txn_normal_1654,2023-01-01 18:17:49,354.93162038676144,Supermercado,user_005,São Paulo,1,98
txn_normal_0394,2023-01-01 09:16:11,446.82520765551834,Supermercado,user_027,Curitiba,3,97
txn_anomaly_0038,2023-01-01 11:44:03,80.55068861224284,Supermercado,user_215,Curitiba,13,7
txn_normal_0220,2023-01-01 13:21:27,79.82281602174149,Vestuário,user_033,Rio de Janeiro,4,246
txn_normal_1675,2023-01-01 19:26:32,37.57474417450797,Vestuário,user_086,São Paulo,3,343
txn_normal_1497,2023-01-01 10:18:09,406.3990973107172,Restaurante,user_015,Belo Horizonte,3,94
txn_normal_1784,2023-01-01 17:57:14,402.2013226219023,Eletrônicos,user_026,Curitiba,1,81
txn_normal_0344,2023-01-01 11:05:25,469.3031141657736,Vestuário,user_039,Rio de Janeiro,3,133
txn_normal_1027,2023-01-01 16:01:36,59.22419934367453,Viagem,user_080,Curitiba,4,103
txn_normal_0888,2023-01-01 21:53:12,309.0778738308969,Restaurante,user_029,Belo Horizonte,2,108
txn_normal_1350,2023-01-01 21:21:12,205.80327069422526,Viagem,user_021,São Paulo,3,37
txn_normal_0552,2023-01-01 11:45:41,476.87935833122793,Eletrônicos,user_058,Belo Horizonte,4,101
txn_normal_0743,2023-01-01 13:10:01,108.37777763077251,Vestuário,user_012,Rio de Janeiro,4,22
txn_normal_1541,2023-01-01 21:33:26,100.50981568924277,Vestuário,user_009,Belo Horizonte,1,204
txn_normal_0538,2023-01-01 11:44:39,128.59081919062982,Eletrônicos,user_023,Belo Horizonte,4,51
txn_normal_0906,2023-01-01 18:08:03,47.966657158269086,Supermercado,user_049,Curitiba,4,251
txn_normal_1394,2023-01-01 22:30:34,59.36889354019238,Eletrônicos,user_072,Curitiba,3,253
txn_normal_0115,2023-01-01 16:54:02,37.27020978491792,Restaurante,user_031,Curitiba,1,40
txn_normal_0829,2023-01-01 13:02:55,393.7491011526116,Restaurante,user_057,Curitiba,2,295
txn_anomaly_0037,2023-01-01 11:42:43,2178.413639189149,Supermercado,user_205,São Paulo,4,211
txn_normal_0808,2023-01-01 22:05:26,169.792847731161,Supermercado,user_036,Belo Horizonte,4,83
txn_normal_1310,2023-01-01 17:31:23,269.00625870434675,Restaurante,user_037,Curitiba,3,293
txn_normal_1004,2023-01-01 12:30:44,318.7857915946503,Eletrônicos,user_032,São Paulo,2,71
txn_normal_0305,2023-01-01 12:25:03,140.34944622263654,Supermercado,user_052,Curitiba,4,86
txn_normal_1100,2023-01-01 14:38:41,28.38904219058353,Supermercado,user_073,São Paulo,2,337
txn_normal_0479,2023-01-01 12:05:37,343.01396304020284,Supermercado,user_078,Rio de Janeiro,2,227
txn_normal_1423,2023-01-01 15:15:36,95.26511952790085,Viagem,user_012,São Paulo,4,216
txn_normal_1075,2023-01-01 17:53:44,35.09990523811349,Viagem,user_072,Curitiba,3,104
txn_normal_0570,2023-01-01 16:39:35,200.80842009964888,Vestuário,user_057,São Paulo,1,86
txn_normal_0618,2023-01-01 18:20:17,192.01895868594463,Viagem,user_080,São Paulo,3,336
txn_normal_1897,2023-01-01 10:35:19,292.76794688956505,Restaurante,user_008,Curitiba,3,132
txn_normal_1265,2023-01-01 11:16:48,220.85504974077153,Vestuário,user_060,Curitiba,2,135
txn_normal_0078,2023-01-01 20:12:49,222.88140379925295,Vestuário,user_058,Curitiba,4,321
txn_anomaly_0011,2023-01-01 00:42:19,219.0140012533133,Restaurante,user_222,São Paulo,2,408
txn_normal_0032,2023-01-01 12:36:31,483.0554821315089,Restaurante,user_009,São Paulo,3,151
txn_normal_1537,2023-01-01 20:28:22,287.12316678092964,Supermercado,user_035,Belo Horizonte,1,336
txn_normal_1033,2023-01-01 20:16:58,247.09985963648694,Supermercado,user_003,Curitiba,3,208
txn_normal_1562,2023-01-01 13:55:13,293.9728208834907,Eletrônicos,user_057,Belo Horizonte,1,273
